en,ja,video_id,start,end
toss the lettuce well in the sauce and take it out to serve with the homemade croutons,レタスにソースをよくからめたら取り出し、自家製クルトンを添えて出来上がりです,M4cDslY_qCg,138,163
add stock and toss the ingredients,鶏がらスープを加えて材料を混ぜ合わせます,Ex2yu23wyHA,97,118
chop zucchini add salt and toss,ズッキーニを刻んで塩を加えて混ぜます,6KCWzRfFyr4,122,144
add salt and pepper and toss,塩とコショウを加えて混ぜます,r6UE3bWqxK4,112,120
crack the eggs and whisk them,卵を割り入れて泡立て器で混ぜます,OT-kq11Q8fU,48,70
add drips of worcestershire sauce and whisk and reduce heat to medium low,ウスターソースを数滴加え、泡立て器でかき混ぜ、火を中弱火に落とします,coYqrXsDPdU,93,108
whisk all together,すべてを混ぜ合わせます,xHlBWc-7Kwo,34,36
whisk the mixture in the bowl,ボウルの中身を泡立て器で混ぜます,1mB0G1AwUPg,145,156
crack the eggs into a bowl and whisk it,ボウルに卵を割り入れてかき混ぜます,uq1uP-b7KxY,10,34
combine an egg yolk white wine vinegar salt pepper and vegetable oil and whisk,卵黄、白ワインビネガー、塩、コショウ、植物油を混ぜて泡立てます,zmEyQT7ifS8,204,220
add flour salt black pepper and buttermilk to a bowl and whisk it well,小麦粉、塩、黒コショウ、バターミルクをボウルに入れ、よく混ぜます,xK8bGXuXO_Y,90,150
crack and whisk an egg,卵を割って溶きます,yBsMxYO8fZo,197,202
heat some butter in a skillet  add flour and whisk it well,スキレットにバターを熱し、小麦粉を加えて泡立て器でよく混ぜます,coYqrXsDPdU,24,38
whisk to form a good batter,泡立て器で混ぜてバッター液を作ります,jY6HcQVqLgw,65,69
mix  a cup of curd in a bowl with  a cup of milk and whisk it well,ヨーグルト1カップと牛乳1カップをボウルに入れ、よく混ぜます,UtVDwLyQz08,18,32
melt some butter in a pan crack 2 eggs into it and whisk them to get custard texture and cook,フライパンにバターを溶かし、卵2個を割り入れ、泡立て器で混ぜてカスタード状にし、火を通します,zO7LIiIMVgk,91,107
add 1/3 cup olive oil 2 tsp of tomato paste 5 finely chopped garlic cloves to and whisk to combine,オリーブオイル1/3カップ、トマトペースト小さじ2、みじん切りにしたニンニク5片を加え、泡立て器で混ぜ合わせます,p_UKXct35jY,45,52
whisk the flour mixture,粉類を混ぜます,m6Fuxu5LjYg,127,129
add 1 tbsp dijon and whisk again,ディジョンマスタード大さじ1を加え、再び泡立て器で混ぜます,coYqrXsDPdU,146,152
add lemon juice white pepper worcestershire sauce butter and water to the eggs and whisk,レモン汁、白コショウ、ウスターソース、バター、水を卵に加えて泡立て器で混ぜます,jRdA68GbUMg,116,158
mix the boiled spaghetti and the egg mixture in the pan and whisk them,茹でたスパゲッティと卵液をフライパンでよく混ぜます,41NQ9UXkPWE,412,538
whisk 3 beatenn eggs in a bowl and steam the eggs on top of boiling water,卵3個をボウルで溶き、沸騰したお湯の上で蒸します,s9r-CxnCXkg,162,194
place a bowl over the boiling water add vinegar and 2 egg yolks and whisk the mixture,沸騰したお湯の上にボウルを置き、酢、卵黄2個分を入れて泡立て器で混ぜます,BTMd6rcevns,32,46
season with salt and pepper and whisk the mixture,塩とコショウで味付けし、混ぜ合わせます,_hj6IRUNvUs,170,184
add pepper cream flour and water mixture and whisk the soup,コショウ、生クリーム、水で溶いた小麦粉を加えてスープを泡立て器で混ぜます,AGq4lnC_WVo,450,540
whisk the dry ingredients together,粉類を泡立て器で混ぜ合わせます,vTE9fobspEw,52,55
combine baking powder flour and soda water and whisk everything,ベーキングパウダー、小麦粉、炭酸水を入れ、全体を泡立て器で混ぜます,jGnz9f_2A2Y,109,129
crack two eggs into a bowl and whisk,ボウルに卵2個を割り入れて、泡立て器で混ぜます,Gf4eEhDpxgk,44,97
whisk the eggs together vigorously,卵をよく泡立てます,874YJgcKyD8,34,40
crack eggs into the cream and whisk the mixture,卵をクリームに割り入れ、泡立て器で混ぜます,5olHoTWB1Hw,67,95
add yogurt and water and whisk,ヨーグルトと水を加えて泡立て器で混ぜます,dmJB7NHZ2cI,138,177
break an egg into a bowl and whisk,ボウルに卵を割り入れて溶きます,haOViOps2ew,144,151
melt butter in a pan add 1 tbsp of all purpose flour whisk it and cook,鍋にバターを溶かし、中力粉大さじ1を加えて混ぜながら加熱します,TmbdrTVJ_Mo,32,68
crack 1 egg in a bowl and whisk it thoroughly,ボウルに卵1個を割り入れ、しっかり溶きます,qmoqJRP5N6E,34,36
whisk together eggs salt pepper and nutmeg in a bowl,ボウルに卵、塩、コショウ、ナツメグを入れて泡立て器で混ぜます,xS78EktJZZA,106,119
add butter flour and hot milk to a sauce pan and whisk,鍋にバター、小麦粉、温めた牛乳を入れて泡立てます,H_9oM1Y60lU,202,222
take a bowl and crack your eggs into it and whisk them up add cheese and season it with some pepper and whisk it all up,ボウルを取り、卵を割って溶き、チーズを加えコショウで味付けし、よく混ぜ合わせます,r-s3tFLCqxM,50,76
mix water  and flour in a pot and boil while whisking,鍋の中で水と小麦粉を混ぜて、かき混ぜながら煮詰めます,M8E0XaX0tR0,202,228
whisk the egg and milk,卵と牛乳を泡立て器で混ぜます,hnxHxJ1BKXA,103,112
whisk the mixture,材料を泡立て器で混ぜます,4zO87oc_r-c,94,101
add salt and flour to the egg and whisk,卵に塩と小麦粉を加えて混ぜます,haOViOps2ew,152,175
add pepper paprika garlic powder and fizzy water and whisk together,コショウ、パプリカパウダー、ガーリックパウダーと炭酸水を加えて泡立て器で混ぜ合わせます,WTusWtjcQqg,102,130
whisk all the ingredients together,すべての材料を泡立て器で混ぜ合わせます,zCumtEzm4TE,294,308
add some whole milk while whisking,泡立て器で混ぜながら成分無調整の牛乳を加えます,fr_02xrchH0,74,83
while whisking slowly add olive oil,混ぜながら、ゆっくりとオリーブオイルを加えます,U10oixMc9_k,79,95
add 1 tbsp chili powder and salt to it and whisk everything to prepare a marinate,チリパウダー大さじ1と塩を加え、全体を混ぜてマリネ液を作ります,UtVDwLyQz08,35,49
grate the cheese beat one egg add milk and whisk it together,チーズをすりおろし、卵1個を溶いたものに牛乳を加えて混ぜ合わせます,XlAZJB-uAO0,112,138
add red pepper flakes to a bowl of eggs and whisk,卵の入ったボウルに赤唐辛子フレークを加えて泡立て器で混ぜます,TFJ6oR89Vb8,47,55
whisk all together so there are no clumps,ダマがないよう、泡立て器で混ぜます,rJEqWRMZLNY,101,105
whisk those eggs and add parmesan cheese to the eggs season with black pepper,卵を溶き、パルメザンチーズを加えて黒コショウで味付けます,8QCW0qWbNeI,187,203
whisk the eggs,卵を溶きます,zbOnhbcikz0,108,122
add some lemon juice in the mixture and whisk it,混ぜ合わせた材料にレモン汁を加えてかき混ぜます,3tGhLc48eX8,102,114
add butter 1 spoon salt to a heating pot and whisk well,熱した鍋にバター、塩スプーン1杯を入れて泡立て器でよく混ぜます,fr_02xrchH0,55,71
add some cheese and keeps whisking until it starts to melt,チーズを加え、溶け始めるまで泡立て器で混ぜ続けます,UHmKlQ2OkTM,346,368
whisk the sauce while it cooks,ソースを加熱しながらかき混ぜます,pz1pXfa208Y,54,63
whisk and heat the pan,溶きながらフライパンを熱します,Be0koDmxrtQ,67,81
add chopped garlic some salt and pepper to the bowl and whisk the mixture,刻んだニンニク、塩、コショウをボウルに加えて泡立て器で混ぜます,1mB0G1AwUPg,182,197
add some club soda to the bowl and whisk,ボウルにクラブソーダを加えて泡立て器で混ぜます,z1S8WkUoQtU,85,110
whisk the eggs,卵を溶きます,6hs8dZuzIFs,21,33
add soy bean puree to a pan and whisk in fish sauce,平鍋に味噌を入れ、魚醤を加えて泡立て器で混ぜます,d2Y0zSQtvj4,27,47
add water yeast and sugar to a bowl and whisk the ingredients together,水、イースト、砂糖をボウルに加え、泡立て器で材料を混ぜます,DwJpxm7RI3k,18,48
whisk for 1 to 2 minutes,1～2分泡立てます,EOc8Xiezg8U,47,51
add half-half and whisk everything,ハーフアンドハーフを加えて全体を混ぜ合わせます,MC7IWjamNYI,65,85
whisk the mixture well to get the sauce,泡立て器でこれらをよく混ぜ合わせ、ソースを作ります,M4cDslY_qCg,102,115
put the eggs in a bowl and whisk them,ボウルに卵を入れて泡立て器で混ぜます,RAsemdTGDYk,27,39
whisk to mix the sauce,ソースを混ぜます,2UY6Fztzpng,99,103
add some beef broth and whisk,ビーフブロスを加えて混ぜます,Lky6MPtNJto,144,160
add tepung terigu flour tepung maizena baking soda garam secukupnya paprika bubu bubuk and bawang and whisk together,小麦粉、コーンスターチ、重曹、塩少々、パプリカパウダー、ガーリックパウダーを加え、混ぜ合わせます,r1HcLnSTJHY,49,79
add corn starch garlic powder and dried parsley to the remaining flour and whisk to combine,残りの粉にコーンスターチ、ガーリックパウダー、乾燥パセリを加えて、泡立て器で混ぜ合わせます,x41ze5sLnBY,77,95
whisk two eggs,卵2個を泡立て器で混ぜます,4zO87oc_r-c,54,66
add in butter milk and some whole milk while whisking,かき混ぜながらバターミルクと成分無調整の牛乳を加えます,Aa4rc5Exz24,33,42
squeeze 1  tbsp of lemon juice to it and keep whisking,レモン汁大さじ1を絞り入れ、混ぜ続けます,BTMd6rcevns,47,52
add some crushed walnuts to the mixture and whisk,混ぜた材料に砕いたクルミを加えて混ぜます,E-hILeQ9QHM,331,358
crack 2 eggs and whisk to make an egg wash,卵2個を割り、混ぜて卵液を作ります,YUWG15N2yW4,119,139
add some cayenne powder and white pepper into the mixture and whisk,材料にカイエンパウダーと白コショウを加えて泡立て器で混ぜます,coYqrXsDPdU,42,60
add a little salt and pepper in the egg mixture and whisk everything well,卵液に少量の塩とコショウを加え、全体をよく混ぜ合わせます,NujJqJUXSQY,70,90
crack egg add to bowl with milk and whisk together,卵を割り、ボウルの牛乳に加えて混ぜ合わせます,D7KJVZ5vTQs,35,52
whisk 3 eggs  add parmesan cheese and pepper,卵3個を溶き、パルメザンチーズとコショウを加えます,P4FkXyKRwKk,45,56
whisk the egg white and add to the flour mix and stir,卵白を泡立て、小麦粉を混ぜておいたものに加えて混ぜます,dkyxNIkE7vQ,101,129
add 1 cup whole milk and keep whisking,成分無調整の牛乳1カップを加え、泡立て器で混ぜ続けます,oRMqGMnK5mk,195,213
add in the half and half milk and whisk to mix everything well,ハーフアンドハーフを加え、全体をよく混ぜ合わせます,M6gouTbPn70,38,52
add potatos butter and milk to a new bowl and whisk to mash,じゃがいも、バター、牛乳を新しいボウルに入れ、泡立て器でマッシュします,VtuiYP8GIb8,140,167
sprinkle oil over garlic bulbs,ニンニクは丸ごとオリーブオイルをかけます,rLBQ2Wglw6Y,56,63
sprinkle the spices over the beef cubes and stir,角切りにした牛肉にスパイスをふりかけて混ぜます,HXqC_xWsKkY,65,73
fill a big pot with water and sprinkle salt,大きな鍋に水を入れ、塩をふります,PKcwRi9jh0E,49,51
sprinkle spice onto the rice,ご飯に香辛料をふりかけます,qndZKzNHpwc,193,206
drizzle olive oil on top and sprinkle with salt,オリーブオイルを上からかけ、塩をふります,1-SJGQ2HLp8,252,260
place the meatballs on spaghetti and sprinkle parmesan on top,ミートボールをスパゲッティにのせ、パルメザンチーズをふります,891dSjYielI,273,305
sprinkle the chicken with green onions and serve,鶏肉に青ねぎを散らして完成です,BGCW_PWhY9g,94,98
sprinkle salt on the tomato slices and lay some spinach leaves on top that,トマトの上に塩をふり、ほうれん草の葉をのせます,Xp2HNiLabRI,131,137
sprinkle grated parmesan cheese on top and serve,すりおろしたパルメザンチーズを散らせば出来上がりです,pDjyQ1lKMT8,120,127
spread mashed potatoes on top and sprinkle with grated cheddar cheese,マッシュポテトを上に広げ、すりおろしたチェダーチーズを散らします,ILS3z1zpD8k,113,120
sprinkle salt on top of the onions,玉ねぎに塩をふります,4B6j3gYkvr4,278,286
sprinkle mixed grated irish cheddar and gruyere cheese on one piece and top with a bread slice,パン1枚にすりおろしたアイリッシュチェダーとグリュイエールチーズをのせ、パンをかぶせます,1uoT5TjyWsU,112,120
sprinkle black pepper into the bowl,ボウルに黒コショウを加えます,PfupF0V3YYM,73,78
sprinkle some more salt and massage again thoroughly till they leave essence,追加の塩をふりかけ、水分が出てくるまでもう一度よくもみます,QX3bwt9eINk,293,371
sprinkle flour into the pan and mix together,鍋に小麦粉をまぶして混ぜます,CIRA1IC9shc,216,242
sprinkle basil on top of the dish,バジルを上にふりかけます,_hj6IRUNvUs,212,217
sprinkle bread crumbs and thyme on top,パン粉とタイムをふります,jJDFCCaLRIE,244,267
sprinkle salt on the pork and rub the salt in,豚肉に塩をふり、塩をすり込みます,EizSoy7Ztto,137,153
sprinkle mozzerella cheese on the pizza,ピザにモッツァレラチーズをのせます,cwLpF3FxZdA,95,102
sprinkle rest of the cheese on the top and place the dish in the oven,残りのチーズを上にのせ、オーブンに入れます,62H65wNWMZo,123,138
sprinkle some cilantro leaves over the potatoes,じゃがいもの上にパクチーの葉を散らします,-gJHzNJFTx4,131,137
sprinkle salt and mix thoroughly,塩をふり、よく混ぜます,umveZyJ1h1s,290,321
sprinkle with coarse salt,粗塩をふります,Fp_d1SlbG_0,259,286
sprinkle cheese salt and pepper on top,パルメザンチーズ、チェダーチーズ、塩、コショウをふります,xDp6cWoPMzo,245,253
sprinkle some flour on the squid and coat them with the mixture,イカに小麦粉をふりかけ、混ぜ合わせた衣をからめます,I9nR5rDP7nQ,135,150
heat some duck fat in a pan add the apple and sprinkle sugar on top,ダックファットをフライパンで熱し、リンゴを入れ、上から砂糖をふりかけます,imfl-NXiU8g,150,193
fry potato melon balls in little butter and sprinkle salt on it,メロンボーラーでくりぬいたじゃがいもを少量のバターで炒め、塩をふります,PLqTyxMYgBg,223,229
sprinkle green onions and fried shallots on top,青ねぎとフライドエシャロットを散らします,1MOHn-ARnD4,111,123
sprinkle sesame seeds on top of the rice,ご飯の上にごまをふりかけます,1U5GzTal-2Y,74,82
sprinkle the nori sprinkles and garnish with ginger,青のりをふりかけ、ショウガを飾ります,X1e5zsLlbZo,267,270
sprinkle little salt placce some rosemary leaves on top pour little olive oil again put the tops back on,塩を少々ふりローズマリーの葉をのせ、オリーブオイルを再度少々垂らして上の部分をのせます,qtyJmyLVclQ,60,81
sprinkle garlic powder on the crust,クラストにガーリックパウダーをふります,lgg6luYfQ1w,320,328
fry the beef slice and sprinkle sesame seeds over it,薄切りにした牛肉を焼き、ごまをふります,UGUF_9Rt9ZE,135,154
sprinkle some salt on the cabbage turn around and mix,キャベツに塩をふりかけ、もみこむように混ぜます,sJVn7H0pQRw,107,147
sprinkle some salt over it,塩をふります,nWGpCmDlNU4,151,161
sprinkle some salt on the garlic,ニンニクに塩をふります,1mB0G1AwUPg,99,103
spread olive oil onto the dough and add the crushed garlic and sprinkle with pepper,生地の上にオリーブオイルをかけて、みじん切りにしたニンニクを加え、コショウをふります,eoQlmIcaCvE,173,187
sprinkle sesame seeds on the roll,巻き寿司の上にごまをふりかけます,GrCrG-EMr8g,320,330
sprinkle some parmesan cheese black pepper and some salt on it,パルメザンチーズ、黒コショウ、塩をふります,Os-sHx3zM4Q,497,526
add the meatballs to a plate of pasta and sprinkle parmesan cheese on top,皿に盛ったパスタにミートボールをのせ、パルメザンチーズを散らします,vpRz4jPFCmo,233,250
sprinkle coriander at the top and steam cook for half an hour without weight,上にパクチーを散らし、おもりをせずに30分間炊きます,rpNzQZqj0JQ,466,536
pour oil and sprinkle salt and pepper over the potatos,じゃがいもに油をかけ、塩とコショウをふります,WrJ_Xj9FArM,56,62
spread and pat the rice across the nori and sprinkle sesame seeds,海苔の上にご飯を広げてならし、ごまをふりかけます,Nz9EAqTBrNw,129,148
put the sliced cabbage in a pot and sprinkle salt on top,切ったキャベツを鍋に入れ、塩をふります,Sg0RKVJm-94,184,195
sprinkle salt and pepper on top,塩とコショウをふります,DsKNKsXCLJw,228,237
sprinkle some salt over calamari,カラマリの上に塩をふります,OT-kq11Q8fU,237,239
sprinkle salt onto the potatoes,ジャガイモに塩をふりかけます,I8ckIq2-j0k,297,304
sprinkle pepper and salt over the beef,牛肉に塩とコショウをふります,MpYSK8Lwfz0,173,216
sprinkle toasted sesame seeds on the rice,ご飯にいりごまをふりかけます,XZIiNz19HWA,49,57
shape the base to a flat shape and sprinkle some flour on both sides,生地を平らにし、両面に小麦粉をふります,nzndQflXX-0,267,283
for garlic naan grate 1 garlic clove on the rolled out dought and sprinkle flour gently roll it out further,ガーリックナンの場合、伸ばした生地にニンニク1片をすりおろし、小麦粉をふりかけて優しく伸ばします,fetFXsc6G5s,258,284
sprinkle some sesame seeds inside,内側にごまをふりかけます,GrCrG-EMr8g,190,193
sprinkle salt pepper and olive oil on the chicken,鶏肉に塩、コショウ、オリーブオイルをふります,Zi0Ou5dfsWs,146,165
sprinkle sugar over chicken and fry the chicken,鶏肉に砂糖をふり、焼きます,CkMGWQG-SaU,161,215
sprinkle salt on the pan,フライパンに塩をふります,JanpGgH1TaA,287,292
sprinkle some flour into the pan,鍋に小麦粉を振り入れます,luS_76U4OCw,170,175
chop some parsley and sprinkle on top of the pasta,パセリを刻みパスタに散らします,8Aw2iv6edkk,148,165
take the cabbage out of the water and sprinkle salt on top,白菜を水から取り出し、塩をふります,4t1bX0UTl2Q,191,215
sprinkle some soy sauce and white pepper,醤油と白コショウをかけます,_Vw0jI7kJtY,170,182
pour the soup in a bowl and sprinkle scallions,スープを器に注ぎ、ねぎを散らします,Nlo-leQLQqs,234,249
sprinkle mozzarella cheese parmesan cheese and oregano on top,その上にモッツァレラチーズ、パルメザンチーズ、オレガノをふりかけます,C2cNcOXGyZA,184,205
